EHST0100,LM:2022/01/20 13:25:29:214,FD:00001,LD:00677,RC:00677,MC:05000,TO:00000,             
00237,00599,                                                                ,00001,E0E6,2021/08/26 22:28:56:031,000,00000,0000000000,0000000000,0000000001,   
00238,01034,                                                                ,00000,0000,2021/08/26 22:28:56:031,000,00000,0000000000,0000000002,0000000000,   
00239,00599,                                                                ,00001,E0E6,2021/08/26 22:28:58:890,000,00000,0000000000,0000000000,0000065535,   
00240,01034,                                                                ,00000,0000,2021/08/26 22:28:58:899,000,00000,0000000000,0000000002,0000000000,   
00241,00599,                                                                ,00001,E0E6,2021/08/26 22:29:01:976,000,00000,0000000000,0000000000,0000000001,   
00242,01034,                                                                ,00000,0000,2021/08/26 22:29:16:665,000,00000,0000000000,0000000002,0000000000,   
00243,00599,                                                                ,00001,E0E6,2021/08/26 22:29:30:509,000,00000,0000000000,0000000000,0000065535,   
00244,01034,                                                                ,00000,0000,2021/08/26 22:29:30:513,000,00000,0000000000,0000000002,0000000000,   
00245,00599,                                                                ,00001,E0E6,2021/08/26 22:29:33:650,000,00000,0000000000,0000000000,0000000001,   
00246,01034,                                                                ,00000,0000,2021/08/26 22:29:33:663,000,00000,0000000000,0000000002,0000000000,   
00247,00599,                                                                ,00001,E0E6,2021/08/26 22:29:37:808,000,00000,0000000000,0000000000,0000000001,   
